movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
The Da Vinci Code ,Mystery|Thriller,2006,6.6,Tom Hanks,Seth Gabel,Jürgen Prochnow,English,USA
Rio 2 ,Adventure|Animation|Comedy|Family|Musical,2014,6.4,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,English,USA
X-Men 2 ,Action|Adventure|Fantasy|Sci-Fi|Thriller,2003,7.5,Hugh Jackman,Bruce Davison,Aaron Stanford,English,Canada
Fast Five ,Action|Crime|Thriller,2011,7.3,Paul Walker,Vin Diesel,Dwayne Johnson,English,USA
Sherlock Holmes: A Game of Shadows ,Action|Adventure|Crime|Mystery|Thriller,2011,7.5,Robert Downey Jr.,Eddie Marsan,Paul Anderson,English,USA
Clash of the Titans ,Action|Adventure|Fantasy,2010,5.8,Liam Neeson,Jason Flemyng,Alexa Davalos,English,USA
Total Recall ,Action|Sci-Fi,1990,7.5,Ronny Cox,Rachel Ticotin,Marshall Bell,English,USA
The 13th Warrior ,Action|Adventure|History,1999,6.6,Tony Curran,Vladimir Kulich,Clive Russell,English,USA
The Bourne Legacy ,Action|Adventure|Thriller,2012,6.7,Jeremy Renner,Scott Glenn,Stacy Keach,English,USA
Batman & Robin ,Action,1997,3.7,Michael Gough,Vivica A. Fox,John Glover,English,USA
How the Grinch Stole Christmas ,Comedy|Family|Fantasy,2000,6,Clint Howard,T.J. Thyne,Molly Shannon,English,USA
The Day After Tomorrow ,Action|Adventure|Sci-Fi|Thriller,2004,6.4,Jake Gyllenhaal,Dennis Quaid,Sela Ward,English,USA
Mission: Impossible II ,Action|Adventure|Thriller,2000,6.1,Tom Cruise,Dougray Scott,Richard Roxburgh,English,USA
The Perfect Storm ,Action|Adventure|Drama|Thriller,2000,6.4,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,English,USA
Fantastic 4: Rise of the Silver Surfer ,Action|Adventure|Sci-Fi|Thriller,2007,5.6,Chris Evans,Ioan Gruffudd,Andre Braugher,English,USA
Life of Pi ,Adventure|Drama|Fantasy,2012,8,Suraj Sharma,Rafe Spall,Tabu,English,USA
Ghost Rider ,Action|Fantasy|Thriller,2007,5.2,Nicolas Cage,Matt Long,Peter Fonda,English,USA
Jason Bourne ,Action|Thriller,2016,7.1,Matt Damon,Riz Ahmed,Ato Essandoh,English,UK
Charlie's Angels: Full Throttle ,Action|Adventure|Comedy|Crime,2003,4.8,Demi Moore,Bernie Mac,Justin Theroux,English,USA
Prometheus ,Adventure|Mystery|Sci-Fi,2012,7,Michael Fassbender,Charlize Theron,Sean Harris,English,USA
Stuart Little 2 ,Adventure|Animation|Comedy|Family|Fantasy,2002,5.4,Nathan Lane,Brad Garrett,Melanie Griffith,English,USA
Elysium ,Action|Drama|Sci-Fi|Thriller,2013,6.6,Matt Damon,Sharlto Copley,Alice Braga,English,USA
The Chronicles of Riddick ,Action|Adventure|Sci-Fi|Thriller,2004,6.7,Vin Diesel,Alexa Davalos,Christina Cox,English,USA
RoboCop ,Action|Crime|Sci-Fi|Thriller,2014,6.2,Gary Oldman,Abbie Cornish,Jennifer Ehle,English,USA
Speed Racer ,Action|Family|Sport,2008,6.1,Scott Porter,Kick Gurry,Nicholas Elia,English,USA
How Do You Know ,Comedy|Drama|Romance,2010,5.3,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,English,USA
Knight and Day ,Action|Comedy|Romance,2010,6.3,Tom Cruise,Marc Blucas,Jordi Mollà,English,USA
Oblivion ,Action|Adventure|Mystery|Sci-Fi,2013,7,Morgan Freeman,Tom Cruise,Zoë Bell,English,USA
Star Wars: Episode III - Revenge of the Sith ,Action|Adventure|Fantasy|Sci-Fi,2005,7.6,Natalie Portman,Christopher Lee,Hayden Christensen,English,USA
Star Wars: Episode II - Attack of the Clones ,Action|Adventure|Fantasy|Sci-Fi,2002,6.7,Natalie Portman,Christopher Lee,Hayden Christensen,English,USA
"Monsters, Inc. ",Adventure|Animation|Comedy|Family|Fantasy,2001,8.1,Steve Buscemi,John Ratzenberger,James Coburn,English,USA
The Wolverine ,Action|Adventure|Sci-Fi|Thriller,2013,6.7,Hugh Jackman,Tao Okamoto,Rila Fukushima,English,USA
Star Wars: Episode I - The Phantom Menace ,Action|Adventure|Fantasy|Sci-Fi,1999,6.5,Natalie Portman,Liam Neeson,Ian McDiarmid,English,USA
The Croods ,Adventure|Animation|Comedy|Family|Fantasy,2013,7.3,Ryan Reynolds,Emma Stone,Nicolas Cage,English,USA
Asterix at the Olympic Games ,Adventure|Comedy|Family|Fantasy,2008,5.1,Alain Delon,Santiago Segura,Vanessa Hessler,French,France
Windtalkers ,Action|Drama|War,2002,6,Nicolas Cage,Roger Willie,Noah Emmerich,English,USA
The Huntsman: Winter's War ,Action|Adventure|Drama|Fantasy,2016,6.1,Chris Hemsworth,Sam Claflin,Charlize Theron,English,USA
Teenage Mutant Ninja Turtles ,Action|Adventure|Comedy|Sci-Fi,2014,5.9,Noel Fisher,Danny Woodburn,Jeremy Howard,English,USA
Gravity ,Adventure|Drama|Sci-Fi|Thriller,2013,7.8,Phaldut Sharma,Basher Savage,Amy Warren,English,UK
Dante's Peak ,Action|Adventure|Thriller,1997,5.8,Jamie Renée Smith,Grant Heslov,Tzi Ma,English,USA
Teenage Mutant Ninja Turtles: Out of the Shadows ,Action|Adventure|Comedy|Sci-Fi,2016,6.3,Stephen Amell,Noel Fisher,Brad Garrett,English,USA
Fantastic Four ,Action|Adventure|Sci-Fi,2015,4.3,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,English,USA
Night at the Museum ,Action|Adventure|Comedy|Family|Fantasy,2006,6.4,Robin Williams,Rami Malek,Steve Coogan,English,USA
San Andreas ,Action|Adventure|Drama|Thriller,2015,6.1,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,English,USA
Tomorrow Never Dies ,Action|Adventure|Thriller,1997,6.5,Vincent Schiavelli,Colin Salmon,Joe Don Baker,English,UK
The Patriot ,Action|Drama|History|War,2000,7.1,Heath Ledger,Adam Baldwin,Tom Wilkinson,English,USA
Ocean's Twelve ,Crime|Thriller,2004,6.4,Brad Pitt,Julia Roberts,Mini Anden,English,USA
Mr. & Mrs. Smith ,Action|Comedy|Crime|Romance|Thriller,2005,6.5,Brad Pitt,Angelina Jolie Pitt,Stephanie March,English,USA
Insurgent ,Adventure|Sci-Fi|Thriller,2015,6.3,Kate Winslet,Theo James,Mekhi Phifer,English,USA
The Aviator ,Biography|Drama,2004,7.5,Leonardo DiCaprio,Adam Scott,Frances Conroy,English,USA
Gulliver's Travels ,Adventure|Comedy|Family|Fantasy,2010,4.9,James Corden,Catherine Tate,Olly Alexander,English,USA
The Green Hornet ,Action|Comedy|Crime|Sci-Fi|Thriller,2011,5.8,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,English,USA
The A-Team             ,Action|Adventure|Crime,,7.6,George Peppard,Dirk Benedict,Dwight Schultz,English,USA
300: Rise of an Empire ,Action|Drama|Fantasy|War,2014,6.2,Eva Green,Sullivan Stapleton,Peter Mensah,English,USA
The Smurfs ,Adventure|Animation|Comedy|Family|Fantasy,2011,5.5,Mahadeo Shivraj,Tim Gunn,Madison McKinley,English,USA
Home on the Range ,Animation|Comedy|Family|Music|Western,2004,5.4,Steve Buscemi,Roseanne Barr,G.W. Bailey,English,USA
Allegiant ,Action|Adventure|Mystery|Sci-Fi|Thriller,2016,5.8,Naomi Watts,Theo James,Zoë Kravitz,English,USA
Real Steel ,Action|Drama|Sci-Fi|Sport,2011,7.1,Hugh Jackman,Torey Michael Adkins,Olga Fonda,English,USA
The Smurfs 2 ,Adventure|Animation|Comedy|Family|Fantasy,2013,5.4,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,English,USA
Speed 2: Cruise Control ,Action|Crime|Romance|Thriller,1997,3.7,Jason Patric,Temuera Morrison,Lois Chiles,English,USA
Ender's Game ,Action|Sci-Fi,2013,6.7,Harrison Ford,Moises Arias,Aramis Knight,English,USA
Live Free or Die Hard ,Action|Adventure|Thriller,2007,7.2,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,English,USA
The Lord of the Rings: The Fellowship of the Ring ,Action|Adventure|Drama|Fantasy,2001,8.8,Christopher Lee,Orlando Bloom,Billy Boyd,English,New Zealand
Around the World in 80 Days ,Action|Adventure|Comedy,2004,5.8,Jim Broadbent,Steve Coogan,Cécile De France,English,USA
Ali ,Biography|Drama|Sport,2001,6.8,Will Smith,Jada Pinkett Smith,Joe Morton,English,USA
The Cat in the Hat ,Adventure|Comedy|Family|Fantasy,2003,3.8,Sean Hayes,Kelly Preston,Spencer Breslin,English,USA
"I, Robot ",Action|Mystery|Sci-Fi|Thriller,2004,7.1,Will Smith,Bruce Greenwood,Chi McBride,English,USA
Kingdom of Heaven ,Action|Adventure|Drama|History|War,2005,7.2,Liam Neeson,Orlando Bloom,Philip Glenister,English,USA
Stuart Little ,Adventure|Comedy|Family|Fantasy,1999,5.9,Chazz Palminteri,Nathan Lane,Jeffrey Jones,English,Germany
The Princess and the Frog ,Animation|Family|Fantasy|Musical|Romance,2009,7.1,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,English,USA
The Martian ,Adventure|Drama|Sci-Fi,2015,8.1,Matt Damon,Donald Glover,Benedict Wong,English,USA
"10,000 B.C.             ",Comedy,,7.2,Mathew Buck,,,,
The Island ,Action|Adventure|Romance|Sci-Fi|Thriller,2005,6.9,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,English,USA
Town & Country ,Comedy|Romance,2001,4.4,Del Zamora,Warren Beatty,Garry Shandling,English,New Line
Gone in Sixty Seconds ,Action|Crime|Thriller,2000,6.5,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,English,USA
Gladiator ,Action|Drama|Romance,2000,8.5,Djimon Hounsou,Connie Nielsen,Oliver Reed,English,USA
Minority Report ,Action|Mystery|Sci-Fi|Thriller,2002,7.7,Tom Cruise,Frank Grillo,Jessica Capshaw,English,USA
Harry Potter and the Chamber of Secrets ,Adventure|Family|Fantasy|Mystery,2002,7.4,Daniel Radcliffe,Rupert Grint,Emma Watson,English,UK
Casino Royale ,Action|Adventure|Thriller,2006,8,Eva Green,Tobias Menzies,Ivana Milicevic,English,UK
Planet of the Apes ,Action|Adventure|Sci-Fi|Thriller,2001,5.7,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,English,USA
Terminator 2: Judgment Day ,Action|Sci-Fi,1991,8.5,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,English,USA
Public Enemies ,Biography|Crime|Drama|History|Romance,2009,7,Johnny Depp,Christian Bale,Stephen Graham,English,USA
American Gangster ,Biography|Crime|Drama,2007,7.8,Denzel Washington,Ruby Dee,RZA,English,USA
True Lies ,Action|Comedy|Thriller,1994,7.2,Jamie Lee Curtis,Tia Carrere,Tom Arnold,English,USA
The Taking of Pelham 1 2 3 ,Action|Crime|Thriller,2009,6.4,Denzel Washington,Ramon Rodriguez,Michael Rispoli,English,USA
Little Fockers ,Comedy|Romance,2010,5.5,Robert De Niro,Blythe Danner,Teri Polo,English,USA
The Other Guys ,Action|Comedy|Crime,2010,6.7,Dwayne Johnson,Will Ferrell,Derek Jeter,English,USA
Eraser ,Action|Drama|Mystery|Thriller,1996,6.1,Vanessa Williams,James Coburn,Roma Maffia,English,USA
Django Unchained ,Drama|Western,2012,8.5,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,English,USA
The Hunchback of Notre Dame ,Animation|Drama|Family|Musical|Romance,1996,6.9,Demi Moore,Jason Alexander,Bill Fagerbakke,English,USA
The Emperor's New Groove ,Adventure|Animation|Comedy|Family|Fantasy,2000,7.3,Eartha Kitt,Wendie Malick,John Fiedler,English,USA
The Expendables 2 ,Action|Adventure|Thriller,2012,6.7,Jason Statham,Sylvester Stallone,Bruce Willis,English,USA
National Treasure ,Action|Adventure|Comedy|Family|Mystery,2004,6.9,Nicolas Cage,Armando Riesco,Annie Parisse,English,USA
Eragon ,Action|Adventure|Family|Fantasy,2006,5.1,Djimon Hounsou,Ed Speleers,Gary Lewis,English,USA
Where the Wild Things Are ,Adventure|Drama|Family|Fantasy,2009,6.8,Catherine O'Hara,Ryan Corr,Max Records,English,Germany
Pan ,Adventure|Family|Fantasy,2015,5.8,Hugh Jackman,Cara Delevingne,Nonso Anozie,English,USA
Epic ,Adventure|Animation|Family|Fantasy,2013,6.7,Josh Hutcherson,Emma Kenney,Troy Evans,English,USA
The Tourist ,Action|Romance|Thriller,2010,6,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,English,USA
End of Days ,Action|Fantasy|Horror|Mystery,1999,5.7,CCH Pounder,Mark Margolis,Udo Kier,English,USA
Blood Diamond ,Adventure|Drama|Thriller,2006,8,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,English,Germany
The Wolf of Wall Street ,Biography|Comedy|Crime|Drama,2013,8.2,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,English,USA
Batman Forever ,Action|Adventure|Fantasy,1995,5.4,Michael Gough,Rene Auberjonois,Debi Mazar,English,USA
Starship Troopers ,Action|Sci-Fi|War,1997,7.2,Jake Busey,Patrick Muldoon,Seth Gilliam,English,USA
Cloud Atlas ,Drama|Sci-Fi,2012,7.5,Tom Hanks,Jim Sturgess,Jim Broadbent,English,Germany
Legend of the Guardians: The Owls of Ga'Hoole ,Action|Adventure|Animation|Family|Fantasy,2010,7,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,English,USA
Catwoman ,Action|Crime|Fantasy|Romance|Thriller,2004,3.3,Frances Conroy,Christopher Heyerdahl,Alex Borstein,English,USA
Hercules ,Action|Adventure,2014,6,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,English,USA
Treasure Planet ,Adventure|Animation|Family|Sci-Fi,2002,7.1,Joseph Gordon-Levitt,Martin Short,Michael Wincott,English,USA
Land of the Lost ,Adventure|Comedy|Sci-Fi,2009,5.4,Will Ferrell,Anna Friel,Bobb'e J. Thompson,English,USA
The Expendables 3 ,Action|Adventure|Thriller,2014,6.1,Jason Statham,Sylvester Stallone,Harrison Ford,English,USA
Point Break ,Action|Crime|Sport|Thriller,2015,5.3,Ray Winstone,Edgar Ramírez,Delroy Lindo,English,USA
Son of the Mask ,Comedy|Family|Fantasy,2005,2.2,Jamie Kennedy,Traylor Howard,Ben Stein,English,USA
In the Heart of the Sea ,Action|Adventure|Biography|Drama|History|Thriller,2015,7,Chris Hemsworth,Benjamin Walker,Frank Dillane,English,USA
The Adventures of Pluto Nash ,Action|Comedy|Sci-Fi,2002,3.8,Rosario Dawson,Randy Quaid,Burt Young,English,USA
Green Zone ,Action|Drama|Thriller|War,2010,6.9,Matt Damon,Sean Huze,Igal Naor,English,France
The Peanuts Movie ,Adventure|Animation|Comedy|Family,2015,7.2,Francesca Capaldi,Venus Schultheis,Bill Melendez,English,USA
The Spanish Prisoner ,Drama|Mystery|Thriller,1997,7.3,Ben Gazzara,Felicity Huffman,Campbell Scott,English,USA
The Mummy Returns ,Action|Adventure|Fantasy|Thriller,2001,6.3,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,English,USA
Gangs of New York ,Crime|Drama,2002,7.5,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,English,USA
The Flowers of War ,Drama|History|Romance|War,2011,7.6,Christian Bale,Ni Ni,Shigeo Kobayashi,Mandarin,China
Surf's Up ,Animation|Comedy|Family|Sport,2007,6.8,Jeff Bridges,Zooey Deschanel,Jon Heder,English,USA
The Stepford Wives ,Comedy|Sci-Fi|Thriller,2004,5.2,Jon Lovitz,Matthew Broderick,Roger Bart,English,USA
Black Hawk Down ,Drama|History|War,2001,7.7,Ioan Gruffudd,Sam Shepard,Ewen Bremner,English,USA
The Campaign ,Comedy,2012,6.2,Will Ferrell,Thomas Middleditch,Katherine LaNasa,English,USA
The Fifth Element ,Action|Adventure|Sci-Fi,1997,7.7,Milla Jovovich,Bruce Willis,Gary Oldman,English,France
Sex and the City 2 ,Comedy|Drama|Romance,2010,4.3,Chris Noth,Liza Minnelli,Kristin Davis,English,USA
The Road to El Dorado ,Adventure|Animation|Comedy|Family|Romance,2000,6.9,Frank Welker,Rosie Perez,Elton John,English,USA
Ice Age: Continental Drift ,Adventure|Animation|Comedy|Family,2012,6.6,Peter Dinklage,Josh Gad,Drake,English,USA
Cinderella ,Drama|Family|Fantasy|Romance,2015,7,Hayley Atwell,Derek Jacobi,Lily James,English,USA
The Lovely Bones ,Drama|Fantasy|Thriller,2009,6.7,Michael Imperioli,AJ Michalka,Tom McCarthy,English,USA
Finding Nemo ,Adventure|Animation|Comedy|Family,2003,8.2,Alexander Gould,Stephen Root,Brad Garrett,English,USA
The Lord of the Rings: The Return of the King ,Action|Adventure|Drama|Fantasy,2003,8.9,Orlando Bloom,Billy Boyd,Bernard Hill,English,USA
The Lord of the Rings: The Two Towers ,Action|Adventure|Drama|Fantasy,2002,8.7,Christopher Lee,Orlando Bloom,Billy Boyd,English,USA
Seventh Son ,Action|Adventure|Fantasy,2014,5.5,Jeff Bridges,Djimon Hounsou,Olivia Williams,English,USA
Lara Croft: Tomb Raider ,Action|Adventure|Fantasy|Thriller,2001,5.7,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,English,USA
Transcendence ,Drama|Mystery|Romance|Sci-Fi|Thriller,2014,6.3,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,English,UK
Jurassic Park III ,Action|Adventure|Sci-Fi|Thriller,2001,5.9,Michael Jeter,Trevor Morgan,Alessandro Nivola,English,USA
Rise of the Planet of the Apes ,Action|Drama|Sci-Fi|Thriller,2011,7.6,James Franco,David Oyelowo,Tyler Labine,English,USA
The Spiderwick Chronicles ,Adventure|Family|Fantasy,2008,6.6,Martin Short,Tod Fennell,Joan Plowright,English,USA
A Good Day to Die Hard ,Action|Thriller,2013,5.3,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,English,USA
The Alamo ,Drama|History|War|Western,2004,6,Dennis Quaid,Marc Blucas,Jordi Mollà,English,USA
The Incredibles ,Action|Adventure|Animation|Family,2004,8,Holly Hunter,Craig T. Nelson,Lou Romano,English,USA
Cutthroat Island ,Action|Adventure|Comedy,1995,5.6,Christopher Masterson,Frank Langella,Matthew Modine,English,USA
Percy Jackson & the Olympians: The Lightning Thief ,Adventure|Family|Fantasy,2010,5.9,Logan Lerman,Rosario Dawson,Steve Coogan,English,UK
Men in Black ,Adventure|Comedy|Family|Mystery|Sci-Fi,1997,7.3,Will Smith,Rip Torn,Linda Fiorentino,English,USA
Toy Story 2 ,Adventure|Animation|Comedy|Family|Fantasy,1999,7.9,Tom Hanks,John Ratzenberger,Wayne Knight,English,USA
Unstoppable ,Action|Thriller,2010,6.8,Denzel Washington,Rosario Dawson,Ethan Suplee,English,USA
Rush Hour 2 ,Action|Comedy|Crime|Thriller,2001,6.6,Mei Melançon,John Lone,Harris Yulin,English,USA
What Lies Beneath ,Drama|Fantasy|Horror|Mystery|Thriller,2000,6.6,Harrison Ford,Amber Valletta,Miranda Otto,English,USA
Cloudy with a Chance of Meatballs ,Animation|Comedy|Family|Sci-Fi,2009,7,Will Forte,Bobb'e J. Thompson,Al Roker,English,USA
Ice Age: Dawn of the Dinosaurs ,Action|Adventure|Animation|Comedy|Family,2009,7,Denis Leary,Maile Flanagan,Kelly Keaton,English,USA
The Secret Life of Walter Mitty ,Adventure|Comedy|Drama|Fantasy|Romance,2013,7.3,Adam Scott,Adrian Martinez,Joey Slotnick,English,USA
Charlie's Angels ,Action|Adventure|Comedy|Crime|Thriller,2000,5.5,Bill Murray,LL Cool J,Kelly Lynch,English,USA
The Departed ,Crime|Drama|Thriller,2006,8.5,Leonardo DiCaprio,Matt Damon,Ray Winstone,English,USA
Mulan ,Adventure|Animation|Family|Fantasy|Musical|War,1998,7.5,Ming-Na Wen,Harvey Fierstein,June Foray,English,USA
Tropic Thunder ,Action|Comedy,2008,7,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,English,USA
The Girl with the Dragon Tattoo ,Crime|Drama|Mystery|Thriller,2011,7.8,Robin Wright,Goran Visnjic,Joely Richardson,English,USA
Die Hard with a Vengeance ,Action|Adventure|Thriller,1995,7.6,Bruce Willis,Aldis Hodge,Kevin Chamberlin,English,USA
Sherlock Holmes ,Action|Adventure|Crime|Mystery|Thriller,2009,7.6,Robert Downey Jr.,Eddie Marsan,Robert Maillet,English,USA
Ben-Hur ,Adventure|Drama|History,2016,6.1,Morgan Freeman,Ayelet Zurer,Moises Arias,English,USA
Atlantis: The Lost Empire ,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,2001,6.8,Leonard Nimoy,Jim Varney,Cree Summer,English,USA
Alvin and the Chipmunks: The Road Chip ,Adventure|Animation|Comedy|Family|Fantasy|Music,2015,5,Bella Thorne,Joshua Mikel,Jesse McCartney,English,USA
Valkyrie ,Drama|History|Thriller|War,2008,7.1,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,English,USA
You Don't Mess with the Zohan ,Action|Comedy,2008,5.5,Adam Sandler,Sayed Badreya,Kevin Nealon,English,USA
Pixels ,Action|Animation|Comedy|Sci-Fi,2015,5.6,Peter Dinklage,Adam Sandler,Josh Gad,English,USA
A.I. Artificial Intelligence ,Adventure|Drama|Sci-Fi,2001,7.1,Haley Joel Osment,William Hurt,Kevin Sussman,English,USA
The Haunted Mansion ,Comedy|Family|Fantasy|Horror|Mystery,2003,4.9,Marsha Thomason,Rachael Harris,Marc John Jefferies,English,USA
Contact ,Drama|Mystery|Sci-Fi|Thriller,1997,7.4,Matthew McConaughey,Tom Skerritt,Larry King,English,USA
Hollow Man ,Action|Horror|Sci-Fi|Thriller,2000,5.7,Greg Grunberg,Kim Dickens,Joey Slotnick,English,USA
The Interpreter ,Crime|Mystery|Thriller,2005,6.4,Curtiss Cook,George Harris,Michael Wright,Aboriginal,UK
Percy Jackson: Sea of Monsters ,Adventure|Family|Fantasy,2013,5.9,Logan Lerman,Leven Rambin,Brandon T. Jackson,English,USA
Lara Croft Tomb Raider: The Cradle of Life ,Action|Adventure|Fantasy,2003,5.5,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,English,USA
Now You See Me 2 ,Action|Adventure|Comedy|Crime|Mystery|Thriller,2016,6.9,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,English,USA
The Saint ,Action|Adventure|Romance|Sci-Fi|Thriller,1997,6.2,Alun Armstrong,Michael Byrne,Velibor Topic,English,USA
Spy Game ,Action|Crime|Thriller,2001,7,Brad Pitt,Stephen Dillane,Catherine McCormack,English,Germany
Mission to Mars ,Adventure|Sci-Fi|Thriller,2000,5.6,Don Cheadle,Connie Nielsen,Kim Delaney,English,USA
Rio ,Adventure|Animation|Comedy|Family|Musical,2011,7,Anne Hathaway,Wanda Sykes,Will.i.am,English,USA
Bicentennial Man ,Comedy|Drama|Sci-Fi,1999,6.8,Robin Williams,Oliver Platt,John Michael Higgins,English,USA
Volcano ,Action|Drama|Sci-Fi|Thriller,1997,5.4,Don Cheadle,Anne Heche,Gaby Hoffmann,English,USA
The Devil's Own ,Action|Crime|Drama|Thriller,1997,6.1,Harrison Ford,Brad Pitt,Natascha McElhone,English,USA
K-19: The Widowmaker ,Drama|History|Thriller|War,2002,6.7,Liam Neeson,Christian Camargo,Lex Shrapnel,English,UK
Fantastic Four ,Action|Adventure|Sci-Fi,2015,4.3,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,English,USA
Conan the Barbarian ,Adventure|Fantasy,1982,6.9,William Smith,Mako,Sandahl Bergman,English,USA
Cinderella Man ,Biography|Drama|Sport,2005,8,Paddy Considine,Bruce McGill,Rosemarie DeWitt,English,USA
The Nutcracker in 3D ,Action|Family|Fantasy|Musical,2010,4.4,Shirley Henderson,Nathan Lane,Richard E. Grant,English,UK
